2023-11-02 15:59:43	M,21.6,51.6
2023-11-02 15:59:46	M,21.6,51.6
2023-11-02 15:59:49	M,21.6,51.6
2023-11-02 15:59:52	M,21.6,51.6
2023-11-02 15:59:55	M,21.6,51.6
2023-11-02 15:59:58	M,21.6,51.7
2023-11-02 16:00:01	M,21.7,51.6
2023-11-02 16:00:04	M,21.7,51.7
2023-11-02 16:00:07	M,21.7,51.6
2023-11-02 16:00:10	M,21.6,51.6
2023-11-02 16:00:13	M,21.7,51.6
2023-11-02 16:00:16	M,21.7,51.6
2023-11-02 16:00:19	M,21.6,51.6
2023-11-02 16:00:22	M,21.7,51.6
2023-11-02 16:00:25	M,21.6,51.6
2023-11-02 16:00:28	M,21.7,51.6
2023-11-02 16:00:32	M,21.6,51.6
2023-11-02 16:00:35	M,21.7,51.6
2023-11-02 16:00:38	M,21.7,51.6
2023-11-02 16:00:41	M,21.7,51.6
2023-11-02 16:00:44	M,21.6,51.6
2023-11-02 16:00:47	M,21.7,51.6
2023-11-02 16:00:50	M,21.6,51.5
2023-11-02 16:00:53	M,21.7,51.6
2023-11-02 16:00:56	M,21.7,51.6
2023-11-02 16:00:59	M,21.6,51.6
2023-11-02 16:01:02	M,21.7,51.6
2023-11-02 16:01:05	M,21.7,51.6
2023-11-02 16:01:08	M,21.6,51.5
2023-11-02 16:01:11	M,21.7,51.6
2023-11-02 16:01:14	M,21.6,51.5
2023-11-02 16:01:17	M,21.7,51.5
2023-11-02 16:01:20	M,21.7,51.6
2023-11-02 16:01:23	M,21.6,51.5
2023-11-02 16:01:27	M,21.6,51.5
2023-11-02 16:01:30	M,21.7,51.5
2023-11-02 16:01:33	M,21.6,51.5
2023-11-02 16:01:36	M,21.7,51.5
2023-11-02 16:01:39	M,21.6,51.5
2023-11-02 16:01:42	M,21.6,51.5
2023-11-02 16:01:45	M,21.6,51.5
2023-11-02 16:01:48	M,21.7,51.6
